epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,46.7907,1.87651,4.20728,0.00673,0.88686,0.06569,0.12394,0.082,1.65549,3.7785,0.0054,0.000366308,0.000366308,0.000366308
2,62.2321,1.8989,2.84078,0.00621,0.4606,0.26746,0.23936,0.14255,1.66276,2.67882,0.00559,0.00073421,0.00073421,0.00073421
3,74.3343,1.89057,2.5105,0.00618,0.70447,0.28128,0.28672,0.16744,1.77534,2.45303,0.0064,0.00109967,0.00109967,0.00109967
4,86.1591,1.85713,2.42879,0.00643,0.52302,0.30332,0.30276,0.18403,1.68396,2.18976,0.00581,0.0011,0.0011,0.0011
5,101.001,1.86402,2.20965,0.00627,0.75103,0.30989,0.32767,0.19813,1.69035,2.01973,0.00594,0.00109633,0.00109633,0.00109633
6,113.157,1.85777,2.07996,0.00619,0.56338,0.31513,0.3349,0.20927,1.70144,1.94607,0.00593,0.00109267,0.00109267,0.00109267
7,127.595,1.84336,1.95777,0.00595,0.56421,0.33017,0.35493,0.21039,1.75406,1.81478,0.00668,0.001089,0.001089,0.001089
8,140.107,1.85393,1.94858,0.00614,0.79088,0.31544,0.37473,0.20992,1.77935,1.78969,0.00667,0.00108534,0.00108534,0.00108534
9,152.281,1.82143,1.84982,0.00607,0.5663,0.34619,0.37521,0.21432,1.77479,1.7413,0.00613,0.00108167,0.00108167,0.00108167
10,167.337,1.8477,1.83061,0.00613,0.61921,0.31995,0.37712,0.21377,1.73767,1.66778,0.00617,0.001078,0.001078,0.001078
11,179.411,1.83354,1.77729,0.00592,0.60142,0.34017,0.39361,0.23479,1.64681,1.58807,0.0057,0.00107434,0.00107434,0.00107434
12,191.605,1.8272,1.7248,0.00595,0.53609,0.40569,0.40767,0.22276,1.79137,1.57808,0.00677,0.00107067,0.00107067,0.00107067
13,206.453,1.81009,1.70222,0.00596,0.64715,0.40241,0.41544,0.24921,1.63117,1.52556,0.00572,0.001067,0.001067,0.001067
14,218.348,1.80292,1.70013,0.00613,0.569,0.39614,0.39455,0.24621,1.61069,1.51681,0.00534,0.00106334,0.00106334,0.00106334
15,233.161,1.79712,1.63162,0.00559,0.64333,0.39741,0.41019,0.24221,1.68418,1.4945,0.00557,0.00105967,0.00105967,0.00105967
16,245.303,1.78121,1.61258,0.0057,0.52666,0.39371,0.4171,0.25333,1.64534,1.47856,0.00575,0.00105601,0.00105601,0.00105601
17,257.185,1.77131,1.57623,0.00567,0.77786,0.3828,0.4406,0.24921,1.74315,1.41776,0.00616,0.00105234,0.00105234,0.00105234
18,272.115,1.79858,1.60224,0.0059,0.48454,0.43536,0.41387,0.2392,1.75686,1.45619,0.0064,0.00104867,0.00104867,0.00104867
19,284.124,1.84528,1.5731,0.00593,0.54087,0.46748,0.44578,0.26391,1.67986,1.39472,0.00572,0.00104501,0.00104501,0.00104501
20,296.057,1.75999,1.53448,0.00564,0.50037,0.4129,0.44401,0.27433,1.5989,1.38667,0.0055,0.00104134,0.00104134,0.00104134
21,311.078,1.78738,1.51953,0.00566,0.62586,0.44295,0.45454,0.26005,1.72157,1.3941,0.00591,0.00103767,0.00103767,0.00103767
22,323.033,1.7898,1.52437,0.00579,0.57597,0.4456,0.45833,0.27759,1.64471,1.34181,0.00521,0.00103401,0.00103401,0.00103401
23,338.042,1.78423,1.49447,0.00569,0.53563,0.43221,0.4495,0.25808,1.74879,1.37728,0.00625,0.00103034,0.00103034,0.00103034
24,350.123,1.77095,1.47468,0.00562,0.51815,0.47386,0.44611,0.25389,1.76189,1.39091,0.00623,0.00102668,0.00102668,0.00102668
25,362.193,1.7765,1.48672,0.00568,0.50828,0.45114,0.4497,0.27069,1.66694,1.37792,0.00588,0.00102301,0.00102301,0.00102301
26,377.054,1.77954,1.48159,0.00566,0.50783,0.48747,0.45117,0.27966,1.62377,1.32682,0.00541,0.00101934,0.00101934,0.00101934
27,389.106,1.77829,1.44738,0.00551,0.58815,0.46205,0.47459,0.28543,1.67006,1.3268,0.00569,0.00101568,0.00101568,0.00101568
28,401.201,1.74393,1.42482,0.00575,0.60221,0.43006,0.46667,0.28272,1.65777,1.32152,0.00542,0.00101201,0.00101201,0.00101201
29,416.197,1.75789,1.45587,0.00578,0.52191,0.44001,0.45155,0.27087,1.66681,1.36435,0.00565,0.00100834,0.00100834,0.00100834
30,428.29,1.79163,1.44623,0.00533,0.61188,0.46208,0.48558,0.30184,1.5796,1.30102,0.00548,0.00100468,0.00100468,0.00100468
31,443.612,1.7541,1.46057,0.00578,0.58292,0.47841,0.48662,0.30051,1.58724,1.26411,0.00527,0.00100101,0.00100101,0.00100101
32,455.51,1.78234,1.42943,0.00553,0.5382,0.4899,0.49313,0.30103,1.56619,1.28034,0.00508,0.000997345,0.000997345,0.000997345
33,467.557,1.76998,1.42109,0.0054,0.53466,0.49901,0.47936,0.2952,1.61411,1.27555,0.00547,0.000993678,0.000993678,0.000993678
34,482.512,1.72789,1.36825,0.00557,0.60209,0.47425,0.51477,0.31449,1.60746,1.24817,0.00532,0.000990012,0.000990012,0.000990012
35,494.682,1.76985,1.39688,0.00542,0.64153,0.49803,0.52238,0.30531,1.64332,1.23197,0.0057,0.000986346,0.000986346,0.000986346
36,506.838,1.73989,1.40069,0.00536,0.58116,0.51161,0.52248,0.30757,1.62663,1.22063,0.00549,0.000982679,0.000982679,0.000982679
37,521.426,1.72818,1.3599,0.00552,0.79026,0.44633,0.52651,0.32035,1.65658,1.21506,0.00541,0.000979013,0.000979013,0.000979013
