epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,579.639,1.8057,2.78515,1.57894,0.00465,1.09221,0.55107,0.36057,0.35809,0.22819,0.48418,0.3403,0.32661,0.17802,1.59098,2.46997,1.48922,0.00474,0,0.00101201,0.00101201,0.00101201
29,601.291,1.80188,2.78075,1.60503,0.00486,1.10913,0.61948,0.35352,0.36912,0.23497,0.67068,0.3138,0.33053,0.18851,1.58793,2.49378,1.45535,0.00473,0,0.00100834,0.00100834,0.00100834
30,624.309,1.77539,2.67207,1.55596,0.00461,1.03175,0.49744,0.36827,0.3613,0.22927,0.4647,0.34351,0.32835,0.18462,1.60112,2.49942,1.44977,0.0049,0,0.00100468,0.00100468,0.00100468
31,645.432,1.76607,2.7081,1.57139,0.00471,1.0602,0.52067,0.35765,0.38219,0.23932,0.49729,0.34062,0.35696,0.19611,1.59003,2.45278,1.42811,0.00491,0,0.00100101,0.00100101,0.00100101
32,666.034,1.80373,2.75291,1.55986,0.00461,1.07153,0.53765,0.35992,0.37777,0.23872,0.51584,0.34038,0.34552,0.19074,1.561,2.38643,1.45247,0.00464,0,0.000997345,0.000997345,0.000997345
33,686.374,1.78819,2.74528,1.5625,0.00469,1.05945,0.52258,0.34744,0.37358,0.23775,0.50745,0.33168,0.3524,0.19412,1.59475,2.43225,1.40149,0.00467,0,0.000993678,0.000993678,0.000993678
34,707.003,1.77001,2.72878,1.55127,0.00477,1.09898,0.69948,0.3489,0.37473,0.2369,0.67976,0.32924,0.35313,0.19477,1.56768,2.42847,1.47109,0.00458,0,0.000990012,0.000990012,0.000990012
35,728.962,1.81424,2.75085,1.53979,0.00449,1.0787,0.60236,0.36482,0.38779,0.24553,0.56946,0.34171,0.35462,0.19518,1.55621,2.38386,1.43531,0.00469,0,0.000986346,0.000986346,0.000986346
36,750.058,1.78353,2.70283,1.52071,0.00466,1.07188,0.57525,0.37019,0.38536,0.24693,0.53602,0.34804,0.35771,0.2008,1.5589,2.36664,1.37898,0.00458,0,0.000982679,0.000982679,0.000982679
37,768.52,1.75729,2.64385,1.48216,0.00447,0.99039,0.52215,0.3806,0.376,0.23746,0.54701,0.33666,0.33585,0.18094,1.58076,2.33403,1.39335,0.00459,0,0.000979013,0.000979013,0.000979013
38,786.874,1.78225,2.7484,1.52924,0.00462,1.07978,0.58851,0.36633,0.38595,0.24358,0.56339,0.3316,0.34377,0.1829,1.57873,2.44229,1.39421,0.00454,0,0.000975347,0.000975347,0.000975347
39,806.852,1.75747,2.66884,1.48156,0.00445,1.02122,0.57689,0.35988,0.36799,0.23974,0.572,0.33525,0.34275,0.18997,1.56971,2.38788,1.40388,0.00467,0,0.000971681,0.000971681,0.000971681
40,826.703,1.75895,2.65846,1.5146,0.00444,1.08078,0.55886,0.3704,0.39276,0.24872,0.5843,0.34897,0.36607,0.19913,1.57904,2.38543,1.38863,0.00453,0,0.000968014,0.000968014,0.000968014
41,845.999,1.78217,2.71712,1.51118,0.00443,1.0544,0.54421,0.37814,0.37386,0.23449,0.52028,0.35309,0.33898,0.18773,1.57858,2.40061,1.432,0.00476,0,0.000964348,0.000964348,0.000964348
42,864.921,1.75517,2.66594,1.50213,0.00457,1.05991,0.61055,0.36695,0.39085,0.24902,0.55635,0.33368,0.35189,0.19318,1.54473,2.3659,1.40653,0.00447,0,0.000960682,0.000960682,0.000960682
43,883.767,1.80323,2.71907,1.51712,0.00454,1.09492,0.49236,0.37904,0.38734,0.24223,0.49656,0.35647,0.34938,0.18474,1.59627,2.38215,1.39335,0.00463,0,0.000957015,0.000957015,0.000957015
44,904.093,1.76623,2.64582,1.46984,0.00464,0.97841,0.57578,0.38788,0.39731,0.25081,0.60668,0.37482,0.3839,0.20878,1.56329,2.36727,1.37918,0.00474,0,0.000953349,0.000953349,0.000953349
45,925.066,1.74816,2.6702,1.4952,0.00455,1.05131,0.61786,0.38165,0.41056,0.26253,0.56106,0.36116,0.38013,0.20836,1.5537,2.33547,1.37549,0.00454,0,0.000949683,0.000949683,0.000949683
46,944.892,1.74047,2.6263,1.48139,0.00453,1.06506,0.73573,0.38128,0.4067,0.25176,0.63339,0.35398,0.36567,0.19966,1.5848,2.34518,1.42192,0.00478,0,0.000946016,0.000946016,0.000946016
47,964.484,1.8074,2.74155,1.51653,0.0045,1.07545,0.68895,0.36225,0.39801,0.24803,0.68981,0.32532,0.35487,0.19015,1.56467,2.39383,1.39427,0.00459,0,0.00094235,0.00094235,0.00094235
48,984.587,1.78142,2.70231,1.48156,0.00449,1.00571,0.67821,0.3679,0.40095,0.26018,0.65894,0.3378,0.36794,0.20635,1.52422,2.4047,1.34246,0.00436,0,0.000938684,0.000938684,0.000938684
49,1004.6,1.75711,2.65353,1.47598,0.00456,1.02012,0.55986,0.38705,0.39372,0.25331,0.53339,0.36003,0.36442,0.19861,1.52967,2.31714,1.39652,0.00447,0,0.000935018,0.000935018,0.000935018
50,1024.74,1.76394,2.64076,1.48677,0.00448,0.99549,0.55114,0.39833,0.39731,0.25372,0.54499,0.36208,0.36064,0.19729,1.55052,2.35247,1.36405,0.00445,0,0.000931351,0.000931351,0.000931351
51,1046.67,1.75202,2.6473,1.48265,0.00461,0.9958,0.58463,0.37746,0.40618,0.25552,0.54724,0.34868,0.3502,0.18553,1.56709,2.34532,1.36525,0.00452,0,0.000927685,0.000927685,0.000927685
52,1068.59,1.75372,2.6351,1.46802,0.00451,0.99112,0.74198,0.36579,0.41424,0.25805,0.72184,0.33195,0.36894,0.19847,1.55585,2.35935,1.36508,0.00442,0,0.000924019,0.000924019,0.000924019
53,1089.52,1.73513,2.63916,1.45433,0.00462,1.00098,0.55059,0.40111,0.41572,0.26128,0.51993,0.36521,0.3778,0.21062,1.54354,2.34139,1.35308,0.00458,0,0.000920352,0.000920352,0.000920352
54,1113.58,1.74565,2.63115,1.43652,0.00445,0.94871,0.64037,0.35158,0.39147,0.25276,0.61484,0.32825,0.35795,0.20013,1.51661,2.42031,1.35093,0.00436,0,0.000916686,0.000916686,0.000916686
55,1136.13,1.75136,2.64186,1.45868,0.00459,0.9705,0.65532,0.39275,0.41315,0.26037,0.7378,0.33473,0.37859,0.20856,1.53435,2.34354,1.35432,0.00442,0,0.00091302,0.00091302,0.00091302
56,1157.9,1.77034,2.67246,1.4621,0.00445,1.00227,0.53495,0.41388,0.40642,0.26019,0.60613,0.32523,0.35746,0.20207,1.53837,2.3712,1.31898,0.00437,0,0.000909353,0.000909353,0.000909353
