epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,16.3896,1.77982,2.1829,0.00532,0.00342,0.03598,0.00369,0.00268,1.43348,2.26096,0.00409,0.000322222,0.000322222,0.000322222
2,27.6483,1.69369,1.93567,0.00531,0.02909,0.28263,0.12573,0.07767,1.5025,2.10971,0.00456,0.000642576,0.000642576,0.000642576
3,41.9866,1.70794,1.6606,0.0052,0.58185,0.17129,0.185,0.11276,1.48676,1.88523,0.00495,0.000949729,0.000949729,0.000949729
4,53.296,1.71604,1.47373,0.0051,0.63307,0.19679,0.23356,0.13907,1.46793,1.63762,0.00456,0.0009406,0.0009406,0.0009406
5,64.4851,1.67102,1.38172,0.00515,0.4384,0.24851,0.25742,0.1622,1.50917,1.46101,0.00484,0.0009208,0.0009208,0.0009208
6,78.6987,1.61086,1.31602,0.00509,0.51339,0.28018,0.30046,0.18225,1.5518,1.29888,0.00512,0.000901,0.000901,0.000901
7,90.3952,1.62819,1.12135,0.00468,0.35797,0.3116,0.29821,0.19125,1.45284,1.19201,0.0044,0.0008812,0.0008812,0.0008812
8,101.506,1.59456,1.05292,0.0048,0.56117,0.29699,0.31711,0.19578,1.5177,1.09812,0.00496,0.0008614,0.0008614,0.0008614
9,116.054,1.60775,0.97917,0.00455,0.37013,0.31055,0.313,0.19662,1.50237,1.02153,0.00473,0.0008416,0.0008416,0.0008416
10,127.349,1.66034,0.94633,0.00456,0.40765,0.32215,0.3175,0.19589,1.56001,0.98413,0.00493,0.0008218,0.0008218,0.0008218
11,138.482,1.62104,0.88863,0.00472,0.56722,0.30994,0.32465,0.20023,1.48914,0.91884,0.00496,0.000802,0.000802,0.000802
12,152.98,1.57805,0.86172,0.00476,0.58981,0.32302,0.32998,0.21354,1.48089,0.85418,0.00504,0.0007822,0.0007822,0.0007822
13,164.504,1.59672,0.77996,0.0044,0.63547,0.30122,0.3302,0.20675,1.50861,0.82323,0.00499,0.0007624,0.0007624,0.0007624
14,175.535,1.57416,0.73678,0.0045,0.60006,0.33567,0.33304,0.21811,1.4132,0.76931,0.00448,0.0007426,0.0007426,0.0007426
15,189.647,1.57586,0.69804,0.00434,0.59115,0.33163,0.34933,0.22095,1.46872,0.73803,0.00462,0.0007228,0.0007228,0.0007228
16,201.005,1.61382,0.68178,0.00432,0.56968,0.35248,0.34873,0.21582,1.49334,0.70933,0.00459,0.000703,0.000703,0.000703
17,212.063,1.5724,0.65481,0.00447,0.47901,0.33043,0.36373,0.23368,1.47317,0.68369,0.00463,0.0006832,0.0006832,0.0006832
18,227.428,1.59961,0.62144,0.00427,0.56445,0.36361,0.3622,0.23221,1.43688,0.64315,0.00443,0.0006634,0.0006634,0.0006634
19,239.165,1.58182,0.60552,0.0044,0.68717,0.32908,0.36296,0.23087,1.43295,0.63038,0.00448,0.0006436,0.0006436,0.0006436
20,250.471,1.56233,0.58616,0.00424,0.47661,0.33335,0.34939,0.22473,1.47869,0.62873,0.00456,0.0006238,0.0006238,0.0006238
21,263.935,1.56194,0.57514,0.00432,0.4647,0.33413,0.37129,0.23636,1.46141,0.60465,0.0047,0.000604,0.000604,0.000604
22,275.073,1.49878,0.54827,0.00426,0.4577,0.336,0.36831,0.23076,1.51652,0.60057,0.00471,0.0005842,0.0005842,0.0005842
23,289.805,1.50113,0.57111,0.0044,0.45679,0.35116,0.37252,0.23606,1.44832,0.57379,0.00451,0.0005644,0.0005644,0.0005644
24,301.76,1.51836,0.5345,0.00418,0.65825,0.32846,0.36661,0.23839,1.43042,0.55796,0.00449,0.0005446,0.0005446,0.0005446
25,312.972,1.47688,0.51914,0.00444,0.44885,0.37186,0.37291,0.23799,1.46928,0.54457,0.00476,0.0005248,0.0005248,0.0005248
26,326.669,1.49799,0.52863,0.00434,0.59575,0.38264,0.38375,0.24777,1.41612,0.54077,0.00429,0.000505,0.000505,0.000505
27,337.837,1.54876,0.49961,0.00416,0.61702,0.36967,0.38757,0.25192,1.41322,0.53067,0.0043,0.0004852,0.0004852,0.0004852
28,349.036,1.51237,0.48732,0.00426,0.69545,0.33746,0.38703,0.25031,1.42149,0.52625,0.00439,0.0004654,0.0004654,0.0004654
29,363.939,1.47355,0.49268,0.00415,0.59224,0.37527,0.39673,0.25421,1.41293,0.51161,0.00432,0.0004456,0.0004456,0.0004456
30,375.206,1.5201,0.48097,0.0043,0.69017,0.3517,0.39186,0.25345,1.40858,0.50874,0.00432,0.0004258,0.0004258,0.0004258
31,386.291,1.47206,0.46663,0.00402,0.60077,0.39483,0.3956,0.24741,1.46856,0.5069,0.0046,0.000406,0.000406,0.000406
32,400.701,1.45257,0.46579,0.00411,0.6401,0.37238,0.39847,0.26024,1.40606,0.49324,0.0042,0.0003862,0.0003862,0.0003862
33,412.005,1.5135,0.46002,0.00396,0.52386,0.3486,0.39435,0.24946,1.44207,0.49948,0.00432,0.0003664,0.0003664,0.0003664
