epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,33.2222,1.66962,3.46874,2.08417,0.00427,13.5847,0.00033,0.00988,0.00014,0.00012,0.00061,0.01809,0.00022,0.00015,1.37559,2.75604,2.25647,0.00384,0,0.000322222,0.000322222,0.000322222
2,52.1903,1.65275,2.94877,1.85724,0.00404,9.54482,0.07128,0.13311,0.05095,0.03312,0.0685,0.12504,0.04986,0.02619,1.39478,2.59444,2.14238,0.00407,0,0.000642576,0.000642576,0.000642576
3,74.5143,1.68611,2.84487,1.60038,0.00416,6.52463,0.44437,0.30447,0.17102,0.1074,0.45485,0.27753,0.16448,0.09392,1.43087,2.4878,1.90363,0.00438,0,0.000949729,0.000949729,0.000949729
4,96.0059,1.67267,2.74415,1.44488,0.00425,4.55438,0.63533,0.17857,0.21579,0.13243,0.63223,0.17692,0.21027,0.1131,1.45412,2.37401,1.6808,0.00433,0,0.0009406,0.0009406,0.0009406
5,115.915,1.6317,2.65586,1.30389,0.00393,3.55821,0.65579,0.22405,0.24334,0.14585,0.59964,0.21634,0.22603,0.11995,1.50797,2.29371,1.47537,0.00477,0,0.0009208,0.0009208,0.0009208
6,136.26,1.62143,2.57087,1.1438,0.00415,3.08935,0.65043,0.23482,0.25192,0.15603,0.64456,0.22965,0.245,0.132,1.46671,2.35145,1.26968,0.00458,0,0.000901,0.000901,0.000901
7,155.606,1.62045,2.61405,1.07288,0.00394,2.73789,0.39203,0.28257,0.25945,0.15897,0.38671,0.27267,0.24195,0.1279,1.47112,2.29267,1.17521,0.00444,0,0.0008812,0.0008812,0.0008812
8,176.981,1.61371,2.49379,0.9413,0.00396,2.52006,0.34572,0.28686,0.28422,0.17552,0.33147,0.2733,0.26532,0.13724,1.42213,2.28019,1.02648,0.0043,0,0.0008614,0.0008614,0.0008614
9,198.612,1.62054,2.57859,0.89031,0.00395,2.3481,0.57209,0.27698,0.29532,0.18356,0.5573,0.27124,0.27977,0.14429,1.45495,2.28994,0.92397,0.00452,0,0.0008416,0.0008416,0.0008416
10,217.199,1.57129,2.45258,0.86989,0.00412,2.16537,0.33285,0.32697,0.28954,0.17815,0.3182,0.30559,0.27193,0.14876,1.47902,2.22145,0.88802,0.00446,0,0.0008218,0.0008218,0.0008218
11,238.846,1.55533,2.43907,0.78897,0.00374,2.0434,0.34622,0.3042,0.29819,0.18304,0.31933,0.28758,0.27803,0.15122,1.46565,2.22245,0.84507,0.00452,0,0.000802,0.000802,0.000802
12,257.869,1.62726,2.5314,0.75716,0.0037,1.87417,0.38455,0.30505,0.31237,0.20037,0.37041,0.29335,0.28897,0.15472,1.40879,2.16257,0.77679,0.00405,0,0.0007822,0.0007822,0.0007822
13,279.459,1.54141,2.4153,0.71157,0.00363,1.68901,0.37637,0.31668,0.31052,0.19865,0.37787,0.30001,0.29213,0.15484,1.40087,2.15125,0.75399,0.00407,0,0.0007624,0.0007624,0.0007624
14,301.086,1.52956,2.39519,0.68257,0.00353,1.54193,0.37474,0.32723,0.31576,0.20693,0.3678,0.3228,0.30987,0.17537,1.40401,2.14782,0.717,0.0042,0,0.0007426,0.0007426,0.0007426
15,319.826,1.5306,2.37643,0.66322,0.00351,1.39547,0.41476,0.31628,0.32908,0.21414,0.39853,0.30648,0.31303,0.17812,1.40756,2.11132,0.69031,0.00421,0,0.0007228,0.0007228,0.0007228
16,341.698,1.55054,2.40536,0.65115,0.00365,1.31033,0.41205,0.34068,0.34571,0.22359,0.42932,0.31288,0.33443,0.19344,1.40318,2.09453,0.65486,0.00411,0,0.000703,0.000703,0.000703
17,360.29,1.54293,2.39542,0.6352,0.00379,1.25352,0.36223,0.33036,0.33811,0.21885,0.37836,0.30785,0.31763,0.17352,1.41591,2.11857,0.63475,0.00428,0,0.0006832,0.0006832,0.0006832
18,381.909,1.53768,2.34041,0.58231,0.00365,1.12728,0.38529,0.35593,0.34567,0.21977,0.3659,0.33533,0.32184,0.17704,1.37762,2.12025,0.60883,0.00407,0,0.0006634,0.0006634,0.0006634
19,402.961,1.46662,2.24113,0.56777,0.00344,1.03531,0.41544,0.32871,0.34259,0.2269,0.41123,0.31169,0.32774,0.18463,1.37846,2.09156,0.60427,0.00395,0,0.0006436,0.0006436,0.0006436
20,421.318,1.47995,2.25262,0.55398,0.00354,0.96843,0.43647,0.32952,0.34278,0.21306,0.42488,0.31675,0.32082,0.17095,1.43628,2.07819,0.60393,0.00416,0,0.0006238,0.0006238,0.0006238
21,443.095,1.52801,2.34115,0.54766,0.0034,1.03042,0.43242,0.33427,0.33855,0.22079,0.4052,0.33224,0.32764,0.17614,1.35468,2.03966,0.56429,0.0038,0,0.000604,0.000604,0.000604
22,461.484,1.48411,2.27539,0.54593,0.00355,0.96236,0.41816,0.31849,0.34244,0.22765,0.43189,0.31476,0.32649,0.18546,1.33747,2.05118,0.56734,0.00379,0,0.0005842,0.0005842,0.0005842
23,482.677,1.45978,2.20271,0.53626,0.00349,0.95134,0.41744,0.33034,0.35944,0.2434,0.40344,0.32348,0.3433,0.19652,1.36789,2.05786,0.5405,0.00397,0,0.0005644,0.0005644,0.0005644
24,501.632,1.52542,2.31181,0.51694,0.00326,0.94491,0.40468,0.32641,0.38208,0.26263,0.40417,0.31562,0.37192,0.2219,1.35549,2.03634,0.52361,0.00384,0,0.0005446,0.0005446,0.0005446
25,522.892,1.49987,2.27877,0.50678,0.0033,0.96963,0.42373,0.35249,0.36773,0.24088,0.50853,0.31168,0.35168,0.20058,1.34716,2.02195,0.52428,0.0039,0,0.0005248,0.0005248,0.0005248
26,544.466,1.49276,2.30769,0.519,0.00329,0.96791,0.44395,0.34689,0.35886,0.23497,0.44397,0.32731,0.33918,0.18869,1.34928,2.04423,0.51585,0.00372,0,0.000505,0.000505,0.000505
27,563.515,1.48468,2.24079,0.50142,0.00322,0.91319,0.4034,0.34701,0.34685,0.2326,0.45897,0.31442,0.33422,0.18853,1.31046,2.00846,0.51598,0.00375,0,0.0004852,0.0004852,0.0004852
28,584.524,1.44771,2.20938,0.48873,0.00335,0.93147,0.40732,0.34989,0.34998,0.23325,0.39886,0.34162,0.33006,0.1848,1.31819,2.02513,0.50816,0.00359,0,0.0004654,0.0004654,0.0004654
29,603.488,1.50818,2.26963,0.4918,0.00338,0.90901,0.45454,0.36992,0.36659,0.23808,0.4314,0.34172,0.34296,0.18612,1.32639,1.99885,0.50206,0.00363,0,0.0004456,0.0004456,0.0004456
30,624.608,1.44005,2.12488,0.46002,0.00324,0.87664,0.45266,0.34701,0.37132,0.25245,0.43775,0.33568,0.35688,0.20478,1.30779,1.94955,0.49764,0.00364,0,0.0004258,0.0004258,0.0004258
31,645.747,1.44871,2.18664,0.4703,0.00322,0.85181,0.43387,0.35231,0.35482,0.23608,0.42637,0.34698,0.34225,0.19333,1.32226,1.96528,0.49358,0.00363,0,0.000406,0.000406,0.000406
32,664.629,1.43735,2.14126,0.45135,0.0032,0.89073,0.42664,0.36053,0.36436,0.24129,0.40098,0.35808,0.35137,0.19582,1.3431,1.95891,0.48892,0.00364,0,0.0003862,0.0003862,0.0003862
33,685.765,1.4632,2.21161,0.45788,0.00309,0.87353,0.43691,0.34801,0.36509,0.2452,0.40851,0.34759,0.35094,0.19768,1.31599,1.97496,0.48594,0.00356,0,0.0003664,0.0003664,0.0003664
