epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
42,464.985,1.71443,1.34167,0.00519,0.65392,0.49082,0.52923,0.32738,1.58385,1.21489,0.00503,0.0008647,0.0008647,0.0008647
43,475.356,1.68903,1.29928,0.00504,0.62215,0.52131,0.53883,0.34057,1.54423,1.19382,0.00508,0.0008614,0.0008614,0.0008614
44,485.709,1.71397,1.31894,0.00522,0.56783,0.52822,0.53309,0.32649,1.63136,1.22973,0.00522,0.0008581,0.0008581,0.0008581
45,496.863,1.71503,1.28731,0.00513,0.63155,0.48969,0.52929,0.32363,1.61559,1.2218,0.00538,0.0008548,0.0008548,0.0008548
46,506.858,1.702,1.29335,0.00513,0.62745,0.49803,0.52608,0.32804,1.57129,1.19425,0.00506,0.0008515,0.0008515,0.0008515
47,516.261,1.67474,1.25872,0.00514,0.65251,0.52663,0.53473,0.33341,1.59443,1.17362,0.00512,0.0008482,0.0008482,0.0008482
48,526.223,1.69309,1.29417,0.00508,0.64763,0.53205,0.54421,0.32381,1.63626,1.1945,0.00549,0.0008449,0.0008449,0.0008449
49,538.577,1.71519,1.28885,0.00509,0.63804,0.54141,0.56139,0.32125,1.70748,1.21882,0.0055,0.0008416,0.0008416,0.0008416
50,547.938,1.69493,1.27722,0.00515,0.55304,0.48896,0.51527,0.30577,1.60569,1.22835,0.00518,0.0008383,0.0008383,0.0008383
51,557.483,1.69026,1.27208,0.00511,0.70378,0.50095,0.53694,0.34452,1.54164,1.16386,0.00485,0.000835,0.000835,0.000835
52,569.904,1.71274,1.2806,0.00507,0.63579,0.5514,0.56737,0.34517,1.56221,1.12735,0.00509,0.0008317,0.0008317,0.0008317
53,579.948,1.6811,1.24695,0.0048,0.67363,0.54157,0.57056,0.34236,1.62064,1.11822,0.00522,0.0008284,0.0008284,0.0008284
54,589.561,1.68973,1.24643,0.00487,0.64809,0.51592,0.55622,0.34146,1.55764,1.11401,0.00495,0.0008251,0.0008251,0.0008251
55,600.974,1.68693,1.24356,0.00505,0.71136,0.51304,0.5538,0.3432,1.59722,1.12926,0.00521,0.0008218,0.0008218,0.0008218
56,610.572,1.68965,1.27282,0.00513,0.64121,0.53262,0.55113,0.33956,1.55732,1.1291,0.00511,0.0008185,0.0008185,0.0008185
57,620.184,1.66238,1.24495,0.00516,0.67807,0.51584,0.57639,0.36143,1.53968,1.10727,0.0048,0.0008152,0.0008152,0.0008152
58,629.871,1.67935,1.258,0.00505,0.69591,0.5203,0.57364,0.36185,1.56079,1.13325,0.00492,0.0008119,0.0008119,0.0008119
59,641.414,1.67715,1.21753,0.00497,0.72636,0.51858,0.58134,0.35281,1.62134,1.16004,0.00507,0.0008086,0.0008086,0.0008086
60,650.316,1.67824,1.21219,0.00489,0.59308,0.54468,0.55978,0.36449,1.51185,1.09473,0.00479,0.0008053,0.0008053,0.0008053
61,659.576,1.6707,1.24143,0.00519,0.66137,0.53532,0.56463,0.35724,1.53249,1.14101,0.00493,0.000802,0.000802,0.000802
62,671.611,1.67423,1.21824,0.00496,0.58056,0.56971,0.55085,0.34397,1.57599,1.11431,0.00474,0.0007987,0.0007987,0.0007987
63,680.839,1.64024,1.19815,0.00483,0.74115,0.55299,0.58895,0.36298,1.56816,1.09251,0.00465,0.0007954,0.0007954,0.0007954
64,690.072,1.6764,1.22053,0.00491,0.70746,0.54181,0.58052,0.36164,1.53598,1.08514,0.00469,0.0007921,0.0007921,0.0007921
65,699.407,1.70141,1.22987,0.00494,0.69582,0.54699,0.59014,0.36952,1.57772,1.1433,0.00511,0.0007888,0.0007888,0.0007888
66,711.136,1.64125,1.19596,0.00501,0.64976,0.51995,0.56811,0.36,1.5255,1.10709,0.0046,0.0007855,0.0007855,0.0007855
67,720.784,1.66693,1.1913,0.00482,0.67609,0.54859,0.59341,0.37313,1.53934,1.08228,0.00475,0.0007822,0.0007822,0.0007822
68,731.165,1.62615,1.16344,0.00478,0.63149,0.58299,0.58426,0.36775,1.55007,1.09535,0.00485,0.0007789,0.0007789,0.0007789
69,743.418,1.6883,1.22057,0.00502,0.77052,0.51187,0.58679,0.36577,1.56103,1.10578,0.00486,0.0007756,0.0007756,0.0007756
70,754.013,1.66413,1.175,0.00472,0.65214,0.57712,0.59915,0.38684,1.5202,1.05168,0.00476,0.0007723,0.0007723,0.0007723
71,763.911,1.68862,1.18872,0.00475,0.69922,0.56687,0.60959,0.38794,1.55129,1.03791,0.00513,0.000769,0.000769,0.000769
72,775.486,1.6534,1.17846,0.00486,0.60972,0.57136,0.59152,0.38426,1.50438,1.03522,0.00448,0.0007657,0.0007657,0.0007657
73,785.115,1.65924,1.17211,0.00476,0.72266,0.52362,0.59068,0.37006,1.55181,1.05504,0.00482,0.0007624,0.0007624,0.0007624
74,795.122,1.6593,1.16669,0.00475,0.74804,0.53069,0.60474,0.37492,1.57402,1.04177,0.00511,0.0007591,0.0007591,0.0007591
75,807.395,1.69026,1.1847,0.00483,0.70208,0.55012,0.60175,0.38115,1.55751,1.07127,0.00469,0.0007558,0.0007558,0.0007558
76,816.958,1.62577,1.17079,0.00482,0.66857,0.55473,0.58217,0.35872,1.56882,1.08145,0.00498,0.0007525,0.0007525,0.0007525
77,827.195,1.6268,1.14896,0.00469,0.75184,0.49098,0.5749,0.37497,1.51728,1.06315,0.00452,0.0007492,0.0007492,0.0007492
78,837.738,1.65493,1.16497,0.00482,0.75031,0.55116,0.61402,0.3825,1.55941,1.03529,0.0048,0.0007459,0.0007459,0.0007459
79,849.598,1.6295,1.14814,0.00474,0.67126,0.5934,0.6236,0.38904,1.533,1.01508,0.00474,0.0007426,0.0007426,0.0007426
80,859.734,1.65153,1.14678,0.00476,0.72972,0.55337,0.60952,0.39148,1.52397,1.08989,0.00474,0.0007393,0.0007393,0.0007393
81,869.748,1.62929,1.10823,0.00452,0.70741,0.55995,0.61521,0.4001,1.47283,1.01796,0.00442,0.000736,0.000736,0.000736
82,881.972,1.63677,1.14451,0.0047,0.73651,0.56581,0.62204,0.37806,1.61523,1.03471,0.00536,0.0007327,0.0007327,0.0007327
83,891.824,1.6562,1.14048,0.00472,0.73095,0.57891,0.63243,0.40006,1.53768,1.00803,0.00452,0.0007294,0.0007294,0.0007294
84,901.921,1.62969,1.11629,0.00462,0.72263,0.58373,0.62753,0.40224,1.49358,0.99818,0.00439,0.0007261,0.0007261,0.0007261
85,914.445,1.65418,1.16367,0.00485,0.72796,0.5846,0.62308,0.38998,1.55617,1.02125,0.00467,0.0007228,0.0007228,0.0007228
86,924.703,1.63604,1.11747,0.00463,0.72467,0.54534,0.6114,0.38562,1.53207,1.033,0.00457,0.0007195,0.0007195,0.0007195
87,935.069,1.62838,1.15152,0.00507,0.72484,0.56943,0.62033,0.39452,1.55765,1.02624,0.00469,0.0007162,0.0007162,0.0007162
88,947.065,1.63926,1.14192,0.00475,0.78325,0.53776,0.61593,0.39373,1.52499,1.01523,0.00471,0.0007129,0.0007129,0.0007129
89,956.502,1.65307,1.15344,0.00476,0.79068,0.54519,0.61847,0.38247,1.54562,1.04313,0.00488,0.0007096,0.0007096,0.0007096
90,966.039,1.6593,1.14209,0.0047,0.74217,0.56822,0.62341,0.4009,1.52313,0.9965,0.00455,0.0007063,0.0007063,0.0007063
91,975.551,1.63042,1.10671,0.00473,0.81967,0.53068,0.62366,0.38933,1.56394,1.01387,0.00468,0.000703,0.000703,0.000703
92,987.472,1.64396,1.14209,0.00473,0.76638,0.5599,0.62537,0.39391,1.55189,1.00727,0.00471,0.0006997,0.0006997,0.0006997
93,996.598,1.66396,1.11989,0.00472,0.80278,0.5643,0.62914,0.4003,1.53418,1.02555,0.00468,0.0006964,0.0006964,0.0006964
94,1008.67,1.59105,1.0753,0.00463,0.77685,0.55089,0.62824,0.41091,1.45944,1.01302,0.00445,0.0006931,0.0006931,0.0006931
95,1021.32,1.63496,1.1069,0.0047,0.73264,0.59224,0.64284,0.4168,1.49516,0.98856,0.0046,0.0006898,0.0006898,0.0006898
96,1031.17,1.59585,1.08626,0.00464,0.7438,0.58911,0.63057,0.40573,1.47391,0.99169,0.00431,0.0006865,0.0006865,0.0006865
97,1041.12,1.60368,1.0838,0.00448,0.73395,0.58706,0.63358,0.38541,1.56532,1.00755,0.00467,0.0006832,0.0006832,0.0006832
98,1053.18,1.6029,1.08912,0.00468,0.72889,0.56309,0.60659,0.39421,1.50515,1.02627,0.00453,0.0006799,0.0006799,0.0006799
99,1062.76,1.65024,1.12182,0.00467,0.67346,0.57192,0.60547,0.40523,1.46737,1.01887,0.00413,0.0006766,0.0006766,0.0006766
100,1072.24,1.6529,1.10748,0.00459,0.73961,0.56159,0.6186,0.40617,1.46603,1.01119,0.00453,0.0006733,0.0006733,0.0006733
101,1084.45,1.64038,1.10159,0.00461,0.69731,0.57779,0.62615,0.40528,1.49952,1.00859,0.00463,0.00067,0.00067,0.00067
102,1094.47,1.62452,1.10256,0.00467,0.66969,0.58683,0.61285,0.38309,1.55601,1.01359,0.00475,0.0006667,0.0006667,0.0006667
103,1104.08,1.59765,1.06673,0.00459,0.75467,0.54716,0.61306,0.39601,1.49484,1.00356,0.0044,0.0006634,0.0006634,0.0006634
104,1115.37,1.62972,1.08633,0.00448,0.7699,0.56089,0.63001,0.40305,1.46069,0.99385,0.0043,0.0006601,0.0006601,0.0006601
105,1125.07,1.58707,1.103,0.00467,0.7478,0.55093,0.62009,0.39366,1.4802,0.97687,0.00445,0.0006568,0.0006568,0.0006568
106,1134.63,1.60714,1.09743,0.00481,0.75946,0.54676,0.61111,0.39537,1.46946,1.00573,0.00443,0.0006535,0.0006535,0.0006535
107,1144.23,1.62593,1.11327,0.00455,0.73909,0.57673,0.63586,0.40885,1.48678,1.00509,0.00439,0.0006502,0.0006502,0.0006502
108,1155.52,1.56765,1.05594,0.00456,0.77407,0.57242,0.64462,0.41178,1.45255,0.97774,0.00427,0.0006469,0.0006469,0.0006469
109,1164.88,1.63638,1.06987,0.0044,0.76784,0.56506,0.63243,0.41061,1.46326,0.98543,0.00407,0.0006436,0.0006436,0.0006436
110,1174.6,1.62405,1.06238,0.00441,0.77406,0.56835,0.6359,0.416,1.50159,0.97528,0.00449,0.0006403,0.0006403,0.0006403
111,1186.76,1.6186,1.09168,0.00451,0.74463,0.56229,0.64174,0.40235,1.55226,0.97879,0.00499,0.000637,0.000637,0.000637
112,1196.63,1.60548,1.07081,0.00441,0.76291,0.59927,0.63959,0.39638,1.53309,0.98751,0.00465,0.0006337,0.0006337,0.0006337
113,1206.51,1.62311,1.06738,0.0044,0.83368,0.55644,0.64639,0.41435,1.4999,0.94766,0.00446,0.0006304,0.0006304,0.0006304
114,1216.21,1.61316,1.08355,0.00463,0.77185,0.57201,0.63121,0.41038,1.46702,0.97535,0.00441,0.0006271,0.0006271,0.0006271
115,1227.91,1.58046,1.06164,0.00451,0.72124,0.59056,0.63647,0.40738,1.49595,0.97176,0.00445,0.0006238,0.0006238,0.0006238
116,1237.48,1.61218,1.08062,0.00455,0.7205,0.5784,0.62652,0.40804,1.43485,0.96499,0.00405,0.0006205,0.0006205,0.0006205
117,1247.14,1.58782,1.04753,0.00447,0.64951,0.61252,0.62658,0.39962,1.46581,0.98063,0.00429,0.0006172,0.0006172,0.0006172
118,1259.02,1.63844,1.07487,0.00441,0.75023,0.59687,0.64954,0.39757,1.59129,0.97666,0.00491,0.0006139,0.0006139,0.0006139
119,1268.46,1.58547,1.04842,0.00443,0.78643,0.5622,0.62721,0.40492,1.44865,0.97476,0.00426,0.0006106,0.0006106,0.0006106
120,1278.3,1.60498,1.06856,0.00438,0.80672,0.54788,0.63327,0.42127,1.41008,0.99626,0.00377,0.0006073,0.0006073,0.0006073
121,1290.33,1.58194,1.03821,0.00442,0.68755,0.60149,0.63674,0.42595,1.41813,0.9617,0.00397,0.000604,0.000604,0.000604
122,1299.94,1.57827,1.04482,0.00444,0.71805,0.59827,0.63996,0.41074,1.4487,0.96145,0.00426,0.0006007,0.0006007,0.0006007
123,1309.46,1.6132,1.03923,0.00437,0.66787,0.62522,0.64771,0.42539,1.44244,0.94094,0.00428,0.0005974,0.0005974,0.0005974
124,1319.01,1.53406,1.00782,0.00438,0.74092,0.60722,0.66974,0.44199,1.37832,0.94166,0.00382,0.0005941,0.0005941,0.0005941
125,1331.22,1.55857,1.03347,0.00441,0.77299,0.61095,0.66184,0.42867,1.4068,0.93692,0.00401,0.0005908,0.0005908,0.0005908
126,1340.74,1.55508,1.01158,0.00449,0.77945,0.56091,0.63436,0.41551,1.45576,0.98325,0.00438,0.0005875,0.0005875,0.0005875
127,1350.47,1.56652,1.04738,0.00447,0.74,0.57838,0.62394,0.41743,1.39946,0.97519,0.00403,0.0005842,0.0005842,0.0005842
128,1362.41,1.55613,1.04012,0.00461,0.74602,0.55137,0.61293,0.4067,1.41935,0.96202,0.00405,0.0005809,0.0005809,0.0005809
129,1372.22,1.57127,1.03065,0.00427,0.74865,0.58872,0.62641,0.41615,1.38749,0.93937,0.00392,0.0005776,0.0005776,0.0005776
130,1382.12,1.57726,1.05418,0.00438,0.79633,0.53566,0.62044,0.41356,1.38421,0.95099,0.00384,0.0005743,0.0005743,0.0005743
131,1394.29,1.58377,1.03993,0.00429,0.70898,0.61898,0.63918,0.42843,1.3914,0.95341,0.00388,0.000571,0.000571,0.000571
132,1404.07,1.53532,1.01813,0.00427,0.77268,0.59462,0.64349,0.43392,1.3824,0.93245,0.00387,0.0005677,0.0005677,0.0005677
133,1413.89,1.57279,1.04344,0.00434,0.72549,0.59839,0.63749,0.4372,1.36493,0.90254,0.00384,0.0005644,0.0005644,0.0005644
134,1425.9,1.55069,1.01453,0.0043,0.73961,0.61517,0.64576,0.42992,1.40405,0.92929,0.00383,0.0005611,0.0005611,0.0005611
135,1435.28,1.53044,1.00768,0.00439,0.71466,0.62207,0.64925,0.4375,1.39515,0.94545,0.00385,0.0005578,0.0005578,0.0005578
136,1444.87,1.56093,1.00893,0.00428,0.69509,0.62566,0.64333,0.44056,1.35767,0.92411,0.0037,0.0005545,0.0005545,0.0005545
137,1454.57,1.58343,1.02991,0.00429,0.74436,0.59242,0.63998,0.43787,1.36198,0.93254,0.00377,0.0005512,0.0005512,0.0005512
138,1466.47,1.55976,1.01205,0.00428,0.77517,0.57712,0.63072,0.4244,1.39249,0.92104,0.00375,0.0005479,0.0005479,0.0005479
139,1476.2,1.55462,1.02374,0.00434,0.7445,0.6014,0.65046,0.43187,1.39813,0.91912,0.00394,0.0005446,0.0005446,0.0005446
140,1486.4,1.55242,1.02758,0.00441,0.78896,0.58562,0.65891,0.43404,1.4106,0.90008,0.00392,0.0005413,0.0005413,0.0005413
141,1499.11,1.57242,1.03667,0.0044,0.723,0.63331,0.65205,0.4312,1.38814,0.93005,0.00381,0.000538,0.000538,0.000538
142,1509.03,1.53552,1.00855,0.00423,0.70508,0.59809,0.64063,0.43648,1.36756,0.92419,0.00355,0.0005347,0.0005347,0.0005347
143,1518.78,1.52865,1.00257,0.00427,0.76318,0.60168,0.65435,0.44829,1.35036,0.8919,0.00357,0.0005314,0.0005314,0.0005314
144,1530.36,1.53898,0.98373,0.00428,0.74383,0.61235,0.65307,0.44265,1.37595,0.90747,0.00373,0.0005281,0.0005281,0.0005281
145,1539.84,1.57836,1.03929,0.00444,0.75692,0.62933,0.67074,0.44961,1.37205,0.89773,0.00365,0.0005248,0.0005248,0.0005248
