epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,306.193,1.7428,2.66188,0.80609,0.00434,0.94195,0.52963,0.3374,0.32645,0.19361,0.51928,0.3155,0.2981,0.15536,1.65754,2.42356,0.83313,0.00453,0,0.0008218,0.0008218,0.0008218
29,315.778,1.80638,2.71929,0.81677,0.00446,0.95048,0.38442,0.31436,0.33455,0.20033,0.35541,0.255,0.29698,0.16139,1.69139,2.38745,0.83167,0.00475,0,0.0008152,0.0008152,0.0008152
30,325.682,1.77096,2.61757,0.78704,0.00433,0.90957,0.56955,0.30151,0.35812,0.20728,0.5593,0.27238,0.32547,0.17008,1.70137,2.38638,0.81961,0.00474,0,0.0008086,0.0008086,0.0008086
31,337.88,1.75217,2.62805,0.79424,0.00434,0.89178,0.5669,0.33279,0.34093,0.19649,0.53413,0.29891,0.31366,0.1713,1.7113,2.38566,0.81867,0.00491,0,0.000802,0.000802,0.000802
32,347.474,1.75857,2.60659,0.771,0.00432,0.92671,0.5562,0.32094,0.3287,0.1988,0.52453,0.30775,0.3017,0.16393,1.67805,2.33895,0.8032,0.00462,0,0.0007954,0.0007954,0.0007954
33,357.295,1.79362,2.71623,0.76418,0.00425,0.89897,0.59774,0.31086,0.32866,0.19726,0.59,0.28575,0.29442,0.15289,1.67572,2.368,0.8121,0.00457,0,0.0007888,0.0007888,0.0007888
34,369.114,1.81248,2.68709,0.77641,0.00438,0.9167,0.59923,0.2902,0.32699,0.19556,0.57085,0.26757,0.28354,0.14912,1.67872,2.43248,0.81675,0.00465,0,0.0007822,0.0007822,0.0007822
35,378.608,1.77414,2.65052,0.75875,0.00414,0.88588,0.58648,0.30985,0.3245,0.19449,0.57614,0.28592,0.28486,0.15529,1.68373,2.41143,0.80721,0.0046,0,0.0007756,0.0007756,0.0007756
36,388.517,1.73632,2.59119,0.76306,0.00418,0.87099,0.60852,0.31586,0.34092,0.20439,0.57718,0.30716,0.31999,0.17434,1.65824,2.31779,0.80159,0.00458,0,0.000769,0.000769,0.000769
37,400.531,1.70011,2.55122,0.76585,0.00428,0.87935,0.59296,0.32174,0.34894,0.20848,0.57101,0.30573,0.32036,0.17259,1.65541,2.33718,0.78675,0.00461,0,0.0007624,0.0007624,0.0007624
