epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,24.3975,1.67361,3.46555,3.67413,0.00432,13.582,0.00023,0.00681,0.00012,0.00011,0.0005,0.01499,0.00017,0.00013,1.37248,2.75786,3.97477,0.00387,0,0.000322222,0.000322222,0.000322222
2,45.9079,1.67222,2.95359,3.01154,0.00413,9.5443,0.04448,0.19827,0.11847,0.07811,0.04389,0.19903,0.11563,0.06429,1.42137,2.60088,3.57913,0.00413,0,0.000642576,0.000642576,0.000642576
3,64.937,1.69515,2.86277,2.47256,0.0042,6.51879,0.02816,0.43665,0.19577,0.11907,0.02715,0.42051,0.18533,0.09907,1.44238,2.45224,3.0655,0.00446,0,0.000949729,0.000949729,0.000949729
4,86.3447,1.68037,2.75757,2.2875,0.00426,4.5525,0.6588,0.23566,0.23989,0.14665,0.63751,0.2194,0.22604,0.11871,1.44829,2.40252,2.52202,0.00459,0,0.0009406,0.0009406,0.0009406
5,104.949,1.66061,2.6845,2.09237,0.00408,3.54952,0.63524,0.23426,0.24524,0.14352,0.61561,0.2264,0.22287,0.11148,1.48664,2.3587,2.37809,0.00461,0,0.0009208,0.0009208,0.0009208
6,126.466,1.61681,2.58267,1.9273,0.00417,3.07735,0.51669,0.27251,0.26517,0.1554,0.48836,0.26658,0.24935,0.12873,1.50817,2.36208,2.15215,0.00501,0,0.000901,0.000901,0.000901
7,148.186,1.63471,2.59335,1.8372,0.0041,2.72815,0.62019,0.28443,0.28402,0.17456,0.61044,0.27687,0.25884,0.13953,1.45167,2.28733,1.94683,0.00434,0,0.0008812,0.0008812,0.0008812
8,166.494,1.60477,2.49662,1.69063,0.00391,2.51642,0.57064,0.29365,0.28272,0.17332,0.54803,0.28272,0.2611,0.13872,1.48196,2.30218,1.84781,0.00446,0,0.0008614,0.0008614,0.0008614
9,188.528,1.60514,2.58399,1.60631,0.00378,2.31953,0.63078,0.29415,0.28867,0.18622,0.61738,0.28472,0.26678,0.1466,1.41927,2.25932,1.71505,0.00413,0,0.0008416,0.0008416,0.0008416
10,206.754,1.55645,2.43911,1.58288,0.00404,2.15847,0.56434,0.31243,0.32228,0.19534,0.52221,0.29582,0.2884,0.15439,1.45637,2.22119,1.60998,0.00431,0,0.0008218,0.0008218,0.0008218
